Date;Type of sample;Replicate;Stage;Plot;Time;Tube number;Family_F;Genus_F;Species_F;Order_I;Family_I;Genus_I;Species_I;Gender;Function,,
14.06.22;Quadrant;1;2;C;14,3;19;Asteraceae;Achillea;erba-rotta;Hymenoptera;Apidae;Bombus;lapidarius cfr.;Female;pollinator,
14.06.22;Quadrant;1;2;C;14,3;20;Asteraceae;Achillea;erba-rotta;Diptera;Diptera;Diptera;;;,
14.06.22;Quadrant;1;2;C;14,3;21;Santalaceae;Thesium;alpinum;Diptera;Calyptratae;Calyptratae;;;,
14.06.22;Quadrant;1;2;C;14,3;22;Orchidaceae;Orchis;mascula;Hymenoptera;Formicidae;Formica;lemani;;,
14.06.22;Quadrant;1;2;C;14,3;23;Plantaginaceae;Veronica;fruticans;Hymenoptera;Formicidae;Formica;lemani;;,
14.06.22;Quadrant;1;2;C;14,3;24;Rubiaceae;Galium;mollugo;Araneae;Dictynidae;Lathys;humilis;;,
14.06.22;Quadrant;1;2;C;14,3;25;Rubiaceae;Galium;mollugo;Diptera;Diptera;Diptera;;;,
14.06.22;Quadrant;1;2;C;14,3;26;Rubiaceae;Galium;mollugo;Thysanoptera;Phlaeothripidae;Phlaeothripidae;;;,
14.06.22;Quadrant;1;2;C;14,3;30;Saxifragaceae;Saxifraga;paniculata;Diptera;Diptera;Diptera;;;,
14.06.22;Quadrant;1;2;C;14,3;31;Saxifragaceae;Saxifraga;paniculata;Diptera;Diptera;Diptera;;;,
14.06.22;Quadrant;1;2;C;14,3;32;Saxifragaceae;Saxifraga;paniculata;Hemiptera;Cicadellidae;Cicadellidae;;;,
14.06.22;Quadrant;1;2;D;15;1;Rosaceae;Potentilla;aurea;Diptera;Calyptratae;Calyptratae;;;,,
14.06.22;Quadrant;1;2;D;15;2;Rosaceae;Potentilla;aurea;Diptera;Acalyptratae;Acalyptratae;;;,,
14.06.22;Quadrant;1;2;D;15;3;Rosaceae;Potentilla;aurea;Hemiptera;Cicadellidae;Macrosteles;sp.;;,,
14.06.22;Quadrant;1;2;D;15;4;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,,
14.06.22;Quadrant;1;2;D;15;5;Ranunculaceae;Ranunculus;villarsii;Coleoptera;Elateridae;Elateridae;;;,,
14.06.22;Quadrant;1;2;D;15;6;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
14.06.22;Quadrant;1;2;D;15;7;Caryophyllaceae;Cerastium;latifolium;Coleoptera;Curculionidae;Cleopomiarus;sp.;;herbivore,,
14.06.22;Quadrant;1;2;D;15;8;Caryophyllaceae;Cerastium;latifolium;Lepidoptera;Geometridae;Geometridae;;;,,
14.06.22;Quadrant;1;2;D;15;9;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
14.06.22;Quadrant;1;2;D;15;9;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
14.06.22;Quadrant;1;2;D;15;10;Caryophyllaceae;Cerastium;latifolium;Thysanoptera;Phlaeothripidae;Phlaeothripidae;;;,,
14.06.22;Quadrant;1;2;D;15;11;Fabaceae;Lotus;corniculatus;Lepidoptera;Lycaenidae;Cupido;minimus;;,,
14.06.22;Quadrant;1;2;D;15;12;Lamiaceae;Thymus;alpestris;Diptera;Syrphidae;Syrphidae;;;,,
14.06.22;Quadrant;1;2;D;15;22;Asteraceae;Leontodon;helveticus;Diptera;Acalyptratae;Acalyptratae;;;,,
14.06.22;Quadrant;1;2;D;15;23;Asteraceae;Leontodon;helveticus;Hemiptera;Rhopalidae;Stictopleurus;punctatonervosus;;,,
15.06.22;Quadrant;1;2;B;11;1;Rosaceae;Potentilla;aurea;Hymenoptera;Formicidae;Formica;lemani;;,,
15.06.22;Quadrant;1;2;B;11;2;Rosaceae;Potentilla;aurea;Hymenoptera;Vespidae;Vespidae;;;,,
15.06.22;Quadrant;1;2;B;11;3;Rosaceae;Potentilla;aurea;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,,
15.06.22;Quadrant;1;2;B;11;4;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;4;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;4;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;4;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;4;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;4;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;5;Caryophyllaceae;Cerastium;latifolium;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,,
15.06.22;Quadrant;1;2;B;11;6;Fabaceae;Lotus;corniculatus;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;6;Fabaceae;Lotus;corniculatus;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;6;Fabaceae;Lotus;corniculatus;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;6;Fabaceae;Lotus;corniculatus;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;6;Fabaceae;Lotus;corniculatus;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;7;Fabaceae;Lotus;corniculatus;Hemiptera;Pentatomidae;Dolycoris;baccarum;;,,
15.06.22;Quadrant;1;2;B;11;8;Fabaceae;Lotus;corniculatus;Diptera;Syrphidae;Scaeva;selenitica;Female;,,
15.06.22;Quadrant;1;2;B;11;9;Boraginaceae;Myosotis;alpestris;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;B;11;10;Boraginaceae;Myosotis;alpestris;Hemiptera;Miridae;Lygus;sp.;;,,
15.06.22;Quadrant;1;2;A;10;NA;Fabaceae;Lotus;corniculatus;Diptera;Diptera;Diptera;;;,,
15.06.22;Quadrant;1;2;A;10;1;Fabaceae;Lotus;corniculatus;Lepidoptera;Lycaenidae;Cupido;minimus;;,,
15.06.22;Quadrant;1;2;A;10;2;Asteraceae;Achillea;erba-rotta;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;A;10;2;Asteraceae;Achillea;erba-rotta;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;A;10;3;Asteraceae;Achillea;erba-rotta;Diptera;Syrphidae;Sphaerophoria;interrupta;Female;,,
15.06.22;Quadrant;1;2;A;10;4;Saxifragaceae;Saxifraga;bryoides;Hemiptera;Miridae;Lygus;sp.;;,,
15.06.22;Quadrant;1;2;A;10;5;Ericaceae;Rhododendron;ferrugineum;Araneae;Salticidae;Evarcha;arcuata;;,,
15.06.22;Quadrant;1;2;A;10;6;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Apidae;Apidae;;;,,
15.06.22;Quadrant;1;2;A;10;7;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;A;10;7;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;A;10;8;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Formicidae;Formica;lemani;;,,
15.06.22;Quadrant;1;2;A;10;9;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Chrysomelidae;Phratora;laticollis;;,,
15.06.22;Quadrant;1;2;A;10;10;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Staphylinidae;Staphylinidae;;;,,
15.06.22;Quadrant;1;2;A;10;11;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;A;10;11;Caryophyllaceae;Cerastium;latifolium;Diptera;Calyptratae;Calyptratae;;;,,
15.06.22;Quadrant;1;2;A;10;12.1;Caryophyllaceae;Cerastium;latifolium;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,,
15.06.22;Quadrant;1;2;A;10;12;Caryophyllaceae;Cerastium;latifolium;Coleoptera;Staphylinidae;Staphylinidae;;;,,
15.06.22;Quadrant;1;1;C;12;1;Fabaceae;Trifolium;pallescens;Lepidoptera;Zygaenidae;Zygaena;exulans;;,,
15.06.22;Quadrant;1;1;C;12;1;Fabaceae;Trifolium;pallescens;Lepidoptera;Zygaenidae;Zygaena;exulans;;,,
15.06.22;Quadrant;1;1;C;12;2;Fabaceae;Lotus;corniculatus;Hymenoptera;Apidae;Apidae;;;,,
15.06.22;Quadrant;1;1;C;12;3;Fabaceae;Lotus;corniculatus;Hemiptera;Cicadellidae;Aphrodes;bicinctus;;,,
15.06.22;Quadrant;1;1;C;12;4;Asteraceae;Antennaria;dioica;Diptera;Diptera;Diptera;;;,,
15.06.22;Quadrant;1;1;C;12;4;Asteraceae;Antennaria;dioica;Diptera;Diptera;Diptera;;;,,
15.06.22;Quadrant;1;1;C;12;4;Asteraceae;Antennaria;dioica;Diptera;Diptera;Diptera;;;,,
15.06.22;Quadrant;1;1;C;12;4;Asteraceae;Antennaria;dioica;Diptera;Diptera;Diptera;;;,,
15.06.22;Quadrant;1;1;C;12;5;Saxifragaceae;Saxifraga;bryoides;Diptera;Diptera;Diptera;;;,,
15.06.22;Quadrant;1;1;D;12,45;1;Fabaceae;Trifolium;pallescens;Diptera;Diptera;Diptera;;;,
15.06.22;Quadrant;1;1;D;12,45;2;Fabaceae;Lotus;corniculatus;Diptera;Diptera;Diptera;;;,
15.06.22;Quadrant;1;1;D;12,45;3;Fabaceae;Lotus;corniculatus;Coleoptera;Curculionidae;Tychius;sp.;;herbivore,
15.06.22;Quadrant;1;1;D;12,45;3;Fabaceae;Lotus;corniculatus;Coleoptera;Curculionidae;Tychius;sp.;;herbivore,
15.06.22;Quadrant;1;1;D;12,45;4;Asteraceae;Leontodon;helveticus;Diptera;Diptera;Diptera;;;,
15.06.22;Quadrant;1;1;D;12,45;5;Saxifragaceae;Saxifraga;bryoides;Diptera;Diptera;Diptera;;;,
15.06.22;Quadrant;1;1;D;12,45;6;Saxifragaceae;Saxifraga;paniculata;Hemiptera;Pentatomidae;Dolycoris;baccarum;;,
15.06.22;Quadrant;1;1;D;12,45;7;Fabaceae;Anthyllis;vulneraria;Thysanoptera;Phlaeothripidae;Phlaeothripidae;;;,
15.06.22;Quadrant;1;1;D;12,45;7;Fabaceae;Anthyllis;vulneraria;Thysanoptera;Thripidae;Thripidae;;;,
15.06.22;Quadrant;1;1;D;12,45;7;Fabaceae;Anthyllis;vulneraria;Thysanoptera;Thripidae;Thripidae;;;,
15.06.22;Quadrant;1;3;B;14,3;1;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Apidae;Apidae;;;,
15.06.22;Quadrant;1;3;B;14,3;1;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Apidae;Apidae;;;,
15.06.22;Quadrant;1;3;B;14,3;2;Ericaceae;Rhododendron;ferrugineum;Hymenoptera;Apidae;Apidae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;3;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;4;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;4;Ericaceae;Rhododendron;ferrugineum;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;B;14,3;5;Ericaceae;Rhododendron;ferrugineum;Diptera;Diptera;Diptera;;;,
15.06.22;Quadrant;1;3;B;14,3;6;Ericaceae;Rhododendron;ferrugineum;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
15.06.22;Quadrant;1;3;A;15,15;1;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;A;15,15;1;Ranunculaceae;Ranunculus;villarsii;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;A;15,15;2;Ranunculaceae;Ranunculus;villarsii;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
15.06.22;Quadrant;1;3;A;15,15;3;Ranunculaceae;Ranunculus;villarsii;Coleoptera;Staphylinidae;Staphylinidae;;;,
15.06.22;Quadrant;1;3;A;15,15;4;Rosaceae;Potentilla;aurea;Lepidoptera;Pieridae;Pieris;bryoniae;;,
15.06.22;Quadrant;1;3;A;15,15;5;Rosaceae;Potentilla;aurea;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;A;15,15;5;Rosaceae;Potentilla;aurea;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;A;15,15;5;Rosaceae;Potentilla;aurea;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;A;15,15;5;Rosaceae;Potentilla;aurea;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;A;15,15;6;Rosaceae;Potentilla;aurea;Hymenoptera;Formicidae;Formica;lemani;;,
15.06.22;Quadrant;1;3;A;15,15;7;Rosaceae;Potentilla;aurea;Diptera;Diptera;Diptera;;;,
15.06.22;Quadrant;1;3;A;15,15;8;Rosaceae;Potentilla;aurea;Coleoptera;Staphylinidae;Eusphalerum;sp.;;,
15.06.22;Quadrant;1;3;A;15,15;9;Boraginaceae;Myosotis;alpestris;Diptera;Calyptratae;Calyptratae;;;,
15.06.22;Quadrant;1;3;A;15,15;10;Boraginaceae;Myosotis;alpestris;Diptera;Diptera;Diptera;;;,
